Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11377782358,2020-02-27 19:15:30,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,2453,18-29,Male,$100000-$124999,New England,Android Phone / Tablet
11377782046,2020-02-27 19:16:17,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,94587,18-29,Male,$75000-$99999,Pacific,iOS Phone / Tablet
11377781195,2020-02-27 19:16:13,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,Sen. Amy Klobuchar,,,,,,,33168,45-60,Male,$10000-$24999,South Atlantic,Android Phone / Tablet
11377781041,2020-02-27 19:16:09,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,,,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,Rep. Tulsi Gabbard,,,,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,91205,18-29,Female,$50000-$74999,Pacific,iOS Phone / Tablet
11377780445,2020-02-27 19:16:13,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,94305,18-29,Male,Prefer not to answer,Pacific,iOS Phone / Tablet
11377780427,2020-02-27 19:16:15,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,4474,18-29,Male,$50000-$74999,New England,iOS Phone / Tablet
11377780337,2020-02-27 19:14:46,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,46947,45-60,Female,$25000-$49999,East North Central,Android Phone / Tablet
11377779544,2020-02-27 19:11:40,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,No,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,,,95035,30-44,Male,$175000-$199999,Pacific,Android Phone / Tablet
11377779511,2020-02-27 19:16:29,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Unsure / Don’t know,Asian or Asian American,I'm not sure at this time,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80549,18-29,Female,$0-$9999,Mountain,iOS Phone / Tablet
11377778614,2020-02-27 19:14:21,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,91106,45-60,Female,$100000-$124999,Pacific,iOS Phone / Tablet
11377776820,2020-02-27 19:11:44,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,55438,30-44,Male,$75000-$99999,West North Central,Android Phone / Tablet
11377775911,2020-02-27 19:13:04,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,93001,> 60,Female,$10000-$24999,Pacific,iOS Phone / Tablet
11377775675,2020-02-27 19:12:10,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,35406,30-44,Male,$75000-$99999,East South Central,iOS Phone / Tablet
11377775214,2020-02-27 19:12:42,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,80910,18-29,Female,$10000-$24999,Mountain,Android Phone / Tablet
11377774607,2020-02-27 19:12:23,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,No,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,37415,30-44,Female,$50000-$74999,East South Central,iOS Phone / Tablet
11377772492,2020-02-27 19:10:00,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,,,Rep. Tulsi Gabbard,,,,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,South Bend Mayor Pete Buttigieg,,,,60410,> 60,Male,$75000-$99999,East North Central,Android Phone / Tablet
11377772298,2020-02-27 19:08:29,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,18015,30-44,Male,$200000+,Middle Atlantic,Android Phone / Tablet
11377770316,2020-02-27 19:09:56,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,17325,45-60,Female,$100000-$124999,Middle Atlantic,iOS Phone / Tablet
11377769734,2020-02-27 19:09:12,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,7950,18-29,Female,$25000-$49999,Middle Atlantic,iOS Phone / Tablet
11377769717,2020-02-27 19:08:28,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,91709,18-29,Male,Prefer not to answer,Pacific,iOS Phone / Tablet
11377768035,2020-02-27 19:08:35,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,No,White or Caucasian,I'm not sure at this time,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,1860,18-29,Male,Prefer not to answer,New England,iOS Phone / Tablet
11377767490,2020-02-27 19:08:27,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,20155,30-44,Male,$100000-$124999,South Atlantic,Android Phone / Tablet
11377766712,2020-02-27 19:08:28,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,46706,30-44,Male,$25000-$49999,East North Central,Android Phone / Tablet
11377765587,2020-02-27 19:06:27,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,92130,> 60,Female,$75000-$99999,Pacific,iOS Phone / Tablet
11377765194,2020-02-27 19:06:44,I don't know or I'd rather not say,I don't know or I'd rather not say,No,White or Caucasian,Neither / I don't intend to vote.,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,65802,18-29,Female,$10000-$24999,West North Central,iOS Phone / Tablet
11377765067,2020-02-27 18:44:03,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,78541,18-29,Female,$50000-$74999,West South Central,iOS Phone / Tablet
11377764778,2020-02-27 19:01:54,I don't know or I'd rather not say,Moderately conservative,Yes,Black or African American,Probably the Democratic nominee,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,7052,18-29,Male,$100000-$124999,Middle Atlantic,iOS Phone / Tablet
11377764586,2020-02-27 19:05:23,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,,Rep. Tulsi Gabbard,,,,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,11530,18-29,Male,$125000-$149999,Middle Atlantic,iOS Phone / Tablet
11377763926,2020-02-27 19:06:31,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,38063,45-60,Female,$125000-$149999,East South Central,iOS Phone / Tablet
11377763563,2020-02-27 19:03:23,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,No,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,68046,18-29,Female,$100000-$124999,West North Central,iOS Phone / Tablet
11377763413,2020-02-27 19:06:49,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,92203,45-60,Male,$25000-$49999,Pacific,Android Phone / Tablet
11377762502,2020-02-27 19:02:54,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,No,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,32218,45-60,Male,$25000-$49999,South Atlantic,Android Phone / Tablet
11377761594,2020-02-27 19:03:01,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,No,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,544,18-29,Male,$100000-$124999,Middle Atlantic,iOS Phone / Tablet
11377761369,2020-02-27 19:03:07,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,74429,45-60,Female,$75000-$99999,West South Central,Android Phone / Tablet
11377758280,2020-02-27 19:01:35,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,Tom Steyer,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,10013,18-29,Female,$25000-$49999,Middle Atlantic,Android Phone / Tablet
