Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11399740745,2020-03-06 22:11:40,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,33134,18-29,Female,$25000-$49999,South Atlantic,Android Phone / Tablet
11399738944,2020-03-06 22:09:06,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,24580,45-60,Female,$50000-$74999,South Atlantic,iOS Phone / Tablet
11399737374,2020-03-06 22:09:42,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,No,Asian or Asian American,Probably the Democratic nominee,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,,,,,I have not heard of any of these people,85085,18-29,Male,$0-$9999,Mountain,iOS Phone / Tablet
11399737024,2020-03-06 22:07:50,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,98391,18-29,Male,$125000-$149999,Pacific,Android Phone / Tablet
11399736319,2020-03-06 22:09:03,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,92508,> 60,Female,$100000-$124999,Pacific,Windows Desktop / Laptop
11399733667,2020-03-06 22:06:23,Yes I will likely vote in my state's Republican primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,7201,30-44,Female,$25000-$49999,Middle Atlantic,iOS Phone / Tablet
11399733649,2020-03-06 22:06:15,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Unsure / Don’t know,Asian or Asian American,Neither / I don't intend to vote.,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,,,94601,18-29,Male,$25000-$49999,Pacific,Android Phone / Tablet
11399732819,2020-03-06 22:06:21,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,95991,> 60,Male,$75000-$99999,Pacific,Windows Desktop / Laptop
11399731881,2020-03-06 22:05:18,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,No,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,92262,45-60,Female,$100000-$124999,Pacific,iOS Phone / Tablet
11399730916,2020-03-06 22:04:23,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,80017,> 60,Female,Prefer not to answer,Mountain,Android Phone / Tablet
11399730799,2020-03-06 21:29:49,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,,,85018,45-60,Female,$10000-$24999,Mountain,iOS Phone / Tablet
11399730121,2020-03-06 22:03:04,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,14891,45-60,Male,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11399728949,2020-03-06 22:03:12,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,Hispanic or Latino,I'm not sure at this time,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,95991,18-29,Male,$25000-$49999,Pacific,iOS Phone / Tablet
11399726197,2020-03-06 22:01:12,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,14048,> 60,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11399725999,2020-03-06 21:59:26,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,63017,18-29,Male,$50000-$74999,West North Central,Android Phone / Tablet
11399724264,2020-03-06 21:59:08,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,11418,18-29,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11399724144,2020-03-06 21:59:47,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,30277,> 60,Male,$50000-$74999,South Atlantic,Windows Desktop / Laptop
11399722957,2020-03-06 21:56:28,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,83110,30-44,Male,$50000-$74999,Mountain,iOS Phone / Tablet
11399722288,2020-03-06 21:56:22,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,7866,45-60,Male,$200000+,Middle Atlantic,Android Phone / Tablet
11399721978,2020-03-06 21:54:49,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,49127,45-60,Female,$50000-$74999,East North Central,Android Phone / Tablet
11399721596,2020-03-06 21:58:01,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,33870,> 60,Female,$25000-$49999,South Atlantic,iOS Phone / Tablet
11399720353,2020-03-06 21:54:46,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,67212,30-44,Male,$75000-$99999,West North Central,Android Phone / Tablet
11399720214,2020-03-06 21:09:02,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,61455,18-29,Female,$25000-$49999,East North Central,iOS Phone / Tablet
11399720213,2020-03-06 21:56:22,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,
11399719911,2020-03-06 21:54:58,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,55309,18-29,Male,$25000-$49999,West North Central,Android Phone / Tablet
11399719723,2020-03-06 21:54:53,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,36551,45-60,Female,$100000-$124999,East South Central,Android Phone / Tablet
11399718320,2020-03-06 21:53:14,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,98498,45-60,Male,$25000-$49999,Pacific,iOS Phone / Tablet
11399718153,2020-03-06 21:54:13,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,68310,30-44,Female,$75000-$99999,West North Central,Android Phone / Tablet
11399715882,2020-03-06 21:53:00,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,No,Asian or Asian American,I'm not sure at this time,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,90001,30-44,Female,$50000-$74999,Pacific,iOS Phone / Tablet
11399714618,2020-03-06 21:39:32,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,96822,30-44,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11399713900,2020-03-06 21:51:29,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,8109,45-60,Female,$175000-$199999,Middle Atlantic,iOS Phone / Tablet
11399713868,2020-03-06 21:48:52,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,98513,18-29,Male,$50000-$74999,Pacific,Android Phone / Tablet
11399713622,2020-03-06 21:52:06,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,72715,> 60,Male,$10000-$24999,West South Central,Android Phone / Tablet
11399713184,2020-03-06 21:31:52,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,No,Asian or Asian American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,94105,18-29,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11399711182,2020-03-06 21:48:41,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,30812,45-60,Female,$0-$9999,South Atlantic,Android Phone / Tablet
11399710771,2020-03-06 21:48:45,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,99336,45-60,Male,$100000-$124999,Pacific,Android Phone / Tablet
11399710392,2020-03-06 21:49:44,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,White or Caucasian,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,91012,30-44,Female,$75000-$99999,Pacific,iOS Phone / Tablet
11399709298,2020-03-06 21:48:38,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,No,Black or African American,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,93722,18-29,Male,Prefer not to answer,Pacific,iOS Phone / Tablet
11399709027,2020-03-06 21:46:12,Yes I will likely vote in my state's Democratic primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,94115,30-44,Male,$200000+,Pacific,iOS Phone / Tablet
11399707872,2020-03-06 21:47:23,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,92027,30-44,Male,$75000-$99999,Pacific,Android Phone / Tablet
11399707748,2020-03-06 21:46:18,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,36118,30-44,Male,$200000+,East South Central,iOS Phone / Tablet
11399707638,2020-03-06 21:46:08,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,46077,> 60,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
11399707177,2020-03-06 21:47:48,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,78660,45-60,Male,$100000-$124999,West South Central,Windows Desktop / Laptop
11399706947,2020-03-06 21:43:17,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,20874,30-44,Female,$75000-$99999,South Atlantic,Android Phone / Tablet
11399706607,2020-03-06 21:42:07,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,43420,30-44,Female,$50000-$74999,East North Central,iOS Phone / Tablet
11399706164,2020-03-06 21:45:27,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,83431,18-29,Female,$25000-$49999,Mountain,Android Phone / Tablet
11399705712,2020-03-06 21:46:44,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Unsure / Don’t know,Native Hawaiian or other Pacific Islander,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,65251,18-29,Female,$10000-$24999,West North Central,iOS Phone / Tablet
11399704738,2020-03-06 21:46:11,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,No,Hispanic or Latino,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,35648,18-29,Female,$0-$9999,East South Central,iOS Phone / Tablet
11399704292,2020-03-06 21:44:20,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,Another race,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,61462,30-44,Female,$25000-$49999,East North Central,Android Phone / Tablet
11399704175,2020-03-06 21:43:20,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,30179,> 60,Female,$25000-$49999,South Atlantic,Android Phone / Tablet
11399704174,2020-03-06 21:44:32,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,10031,45-60,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11399703005,2020-03-06 21:42:17,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,84015,30-44,Female,$75000-$99999,Mountain,iOS Phone / Tablet
11399701245,2020-03-06 21:42:39,I don't know or I'd rather not say,Slightly conservative,Yes,Another race,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,78753,45-60,Female,$50000-$74999,West South Central,Android Phone / Tablet
11399701095,2020-03-06 21:42:11,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,84096,30-44,Female,$50000-$74999,Mountain,Android Phone / Tablet
11399699910,2020-03-06 21:23:01,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,97006,> 60,Female,$75000-$99999,Pacific,Android Phone / Tablet
11399699404,2020-03-06 21:42:38,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,2144,45-60,Female,$175000-$199999,New England,iOS Phone / Tablet
